adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,/cIlLMj1YFlVj2xCfKEcgZ38p3Df.jpg,[27],12262,en,The Hills Have Eyes,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",1.232637,/5vt8y3X9C77r4sTFqH7D5tqAjGL.jpg,7/22/1977,The Hills Have Eyes,FALSE,6.1,119
FALSE,/v89znpPuYKWGqyyfoSSMJ7qNOae.jpg,"[35, 10751]",19050,en,The Bad News Bears in Breaking Training,"Sentimental sequel film finds the Bears, somehow, the little league champions of California. As a result, the team is invited to play a between-games exhibition at the Houston Astrodome with the local champs, the Toros. Kelly Leak, the Bears' star player, decides to rejoin the team and go with them to Houston to make amends with his estranged father, Mike",1.000861,/eGl9pMHuxpF6jRQG4F65Gslh796.jpg,7/8/1977,The Bad News Bears in Breaking Training,FALSE,5.2,9
FALSE,/wWPVVkBEcDYWje9wF0R49nJPRvE.jpg,"[27, 878]",30315,en,Kingdom of the Spiders,"Investigating the mysterious deaths of a number of farm animals, vet Rack Hansen discovers that his town lies in the path of hoards of migrating tarantulas. Before he can take action, the streets are overrun by killer spiders, trapping a small group of towns folk in a remote hotel.",1.155681,/rfTKAin2pR1YMXVqmmnl4n86Wbj.jpg,8/24/1977,Kingdom of the Spiders,FALSE,5.4,27
FALSE,/55g7Kwkh5yIGGCrIUdp2Tcnkpt2.jpg,"[28, 12, 10751, 14, 878]",11940,en,Sinbad and the Eye of the Tiger,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",1.281146,/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,7/15/1977,Sinbad and the Eye of the Tiger,FALSE,6.3,28
FALSE,/ugKyJpzfNYVOXGRXKIVY76u6DxB.jpg,"[18, 12, 27]",12707,en,Orca: The Killer Whale,"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on its own turf.",1.459554,/hvJvQgxoGfcr3k3a2Q7MsSm8U30.jpg,7/22/1977,Orca: The Killer Whale,FALSE,5.1,56
FALSE,/ztaZM5ZcMbjDNaLhYBKBPSYXorZ.jpg,"[28, 12, 14, 878]",1924,en,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane ? who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.",3.589757,/n2DOECThGG7h7m5AjLi2Nuh23u1.jpg,12/13/1978,Superman,FALSE,6.9,821
FALSE,/pUVaVyWFBRCRSuu6M0rFcyqAwQx.jpg,"[27, 53]",579,en,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,2.89305,/zzGtimy1mUJYDjFjCmn2dpHREGV.jpg,6/16/1978,Jaws 2,FALSE,5.7,332
FALSE,/dSukjx8A3kOitewpG2n7HuRt4rH.jpg,[10749],621,en,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",4.059189,/iMHdFTrCYhue74sBnXkdO39AJ3R.jpg,7/7/1978,Grease,FALSE,7.1,1197
FALSE,/Qgr34pvsP2b395CKn0YQJjba9n.jpg,[35],8469,en,Animal House,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",1.68536,/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg,7/27/1978,Animal House,FALSE,7,368
FALSE,,"[28, 12, 18, 10751, 10749, 878]",457236,en,Superman - The Movie: Restored International Cut,"This movie has been approved for release by Warner Bros.  In 2009, a team of Superman movie enthusiasts came together to create the longest known version of Superman-The Movie, containing footage from the TV broadcasts that were not included in the theatrical release. The assembly of footage resulted in a robust 188-minute version, appropriately called Superman-The Movie: Restored International Cut.  Storyline: Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane",1.00266,/aPVRreOXosexugvy2Satdw1vXZB.jpg,12/10/1978,Superman The Movie Restored International Cut,FALSE,0,0
FALSE,/x6jYPfcDvncwSVq3WrQz6gTBRO0.jpg,"[28, 35]",16214,en,Hooper,"Burt Reynolds plays a legendary stunt man known as Sonny Hooper, who remains one of the top men in his field, but due to too many stressful impacts to the spine and the need to pop pain killers several times a day, he knows he should get out of the industry before he ends up permanently disabled.",1.318371,/skh8VLls9D00nA5jk2MTGRnBNd2.jpg,7/28/1978,Hooper,FALSE,6,30
FALSE,/rtVCFpjCUF2P7rEq0Z6Ydl3J2LZ.jpg,"[27, 53]",948,en,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",3.306372,/vjoOFOTBJcJvA1weJejlZ92LZD4.jpg,10/25/1978,Halloween,FALSE,7.4,838
FALSE,/vCD9mRgSY4HuoSowm8JO4tm2mhj.jpg,[27],923,en,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",1.814685,/xFIlPImUznNO0zXgBvl9hCUEoFY.jpg,9/2/1978,Dawn of the Dead,FALSE,7.5,500
FALSE,/jJl85A8AXWWCbTSCHZg6p0P19rl.jpg,"[18, 10752]",11778,en,The Deer Hunter,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",2.414016,/slNJESItHPqp1CENEJQUPw8d7WE.jpg,12/8/1978,The Deer Hunter,FALSE,7.7,777
FALSE,/kmWQYoCN1fG0P94G85VGXJdhnjK.jpg,"[28, 35, 53, 80, 10751]",6081,en,Revenge of the Pink Panther,"Chief Inspector Jacques Clouseau is dead. At least that is what the world (and Charles Dreyfus) believe when a dead body is discovered in Clouseau's car after being shot off the road. Naturally, Clouseau knows differently, and taking advantage of not being alive, sets out to discover why an attempt was made on his life.",1.88533,/rbSHQ2wslGEJHjN8Y7XpdKaihyR.jpg,7/19/1978,Revenge of the Pink Panther,FALSE,6.2,97
FALSE,/ojiRQkAmGGOoAiXVUz76p48Nu1Z.jpg,[35],35976,en,The End,"Wendell Lawson has only six months to live. Not wanting to endure his last few months of life waiting for the end, he decides to take matters into his own hands and enlists the help of a delusional mental patient to help him commit suicide.",1.415257,/pCTbYidt1Euuu24e2KSM88gJa6N.jpg,5/10/1978,The End,FALSE,6.1,12
FALSE,/5e9CnlFmvIt2qo2SLETZ1Qcuh9G.jpg,[35],11455,en,Up in Smoke,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",1.841443,/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg,1/1/1978,Up in Smoke,FALSE,6.6,178
FALSE,/bNY2CvjPw6aWxDtkdztRYNDgR5j.jpg,"[18, 80]",11327,en,Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",1.878821,/afgAGwV1WXjMoooUzaSnw7XAvhj.jpg,10/6/1978,Midnight Express,FALSE,7.5,255
FALSE,/8HqSxB9VLJkbRXRdlocbLq9wxwY.jpg,"[14, 18, 16, 12]",123,en,The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,1.555315,/1l3WpoF7TX9pOprX4XepCXjQXUV.jpg,11/15/1978,The Lord of the Rings,FALSE,6.1,154
FALSE,/4UZtjrMEHJBOORNprBVzIP6yhRD.jpg,"[35, 10749]",36361,en,House Calls,"Charley is a surgeon who's recently lost his wife; he embarks on a tragicomic romantic quest with one woman after another until he meets up with Ann, a singular woman, closer to his own age, who immediately and unexpectedly captures his heart.",1.08745,/a7efI2XJ9pChExKrxtHjcw3Puvy.jpg,3/15/1978,House Calls,FALSE,7.3,4
FALSE,/2uvFzhyfiUihVhvkryhyojjAc99.jpg,"[28, 18, 27, 53]",10766,en,Damien: Omen II,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",2.730292,/gXpCjRUqgWDxufXqt34qyVweJnQ.jpg,6/9/1978,Damien: Omen II,FALSE,6.1,136
FALSE,/9RBrNVbgaNDpZdGiU98OzZtY4c2.jpg,"[27, 9648, 878, 53]",11850,en,Invasion of the Body Snatchers,"The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",1.47958,/emvdLecrjSLO8pJII1XbYJqXhcB.jpg,12/19/1978,Invasion of the Body Snatchers,FALSE,7.2,198
FALSE,/x4zRiNlYcKkja5L7PktRVf9BuyO.jpg,"[18, 10749, 35]",38731,en,An Unmarried Woman,A wealthy woman from Manhattan's Upper East Side struggles to deal with her new identity and her sexuality after her husband of 16 years leaves her for a younger woman.,1.144574,/3HBWipP8b3joa4zjCeiwBT2F1IW.jpg,5/26/1978,An Unmarried Woman,FALSE,6,16
FALSE,/AhWRF6O6IXMmtKW3idDJhMbpZOp.jpg,"[28, 35, 18]",9584,en,Convoy,"Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall.",1.936293,/zpCy9R9tjD5sawsBk5TaXbFJhJz.jpg,6/27/1978,Convoy,FALSE,6.1,70
FALSE,/onEaK91jdn3hK6UbbCDgWkBylle.jpg,"[12, 10751, 14, 10402]",24961,en,The Wiz,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life.",1.272449,/jdlmzPtiF8tAjY1iEvQIlm596Dp.jpg,10/24/1978,The Wiz,FALSE,5.8,52
FALSE,/ueJ8K4ik1UQKa3cVUa8RHfDDqL.jpg,"[28, 12, 53, 878]",698,en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,3.328034,/bIiTYuG1NRtLZAY7lxOwNafn2BV.jpg,6/26/1979,Moonraker,FALSE,5.9,466
FALSE,/xx9DyVNmehDJPrYGsy9AJgYzAtd.jpg,[18],1367,en,Rocky II,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",2.19174,/fqJH7mI4dFANRay8qdJoGa7fK1k.jpg,6/15/1979,Rocky II,FALSE,6.9,776
FALSE,/w9iSKX1GSlaPPASW7jSFkFkkDnz.jpg,"[878, 12, 9648]",152,en,Star Trek: The Motion Picture,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",2.154923,/ys5Sgpc27mVo3H5zYLPV9LWDq5.jpg,12/6/1979,Star Trek: The Motion Picture,FALSE,6.2,475
FALSE,/uykne2LCkVuD5NEBzicCmCHFqBa.jpg,[18],12102,en,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",1.431066,/oyYtH37h8rLUxlERoD49losVvlg.jpg,12/18/1979,Kramer vs. Kramer,FALSE,7.3,377
FALSE,/si4PH5RjbpdQZi3BQvV6eiBNjYD.jpg,"[27, 28, 53, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",9.097616,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,5/25/1979,Alien,FALSE,7.8,3776
FALSE,/yaps1kzbHVxTpCmuMgWm8zaTdnN.jpg,"[12, 28, 53, 878]",9659,en,Mad Max,"In a dystopic future Australia, a vicious biker gang murder a cop's family, and makes his fight with them personal.",3.503389,/hCPXcQn1FTYF9AUCPd6o3miM9WX.jpg,4/12/1979,Mad Max,FALSE,6.6,1021
FALSE,/k91Dag8AZbhjIJqrtf7F1bQnGPg.jpg,"[18, 10752]",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",4.255617,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,8/15/1979,Apocalypse Now,FALSE,8,1681
FALSE,/s2z4t3y5gvFKId09smKOUq8I8gK.jpg,"[18, 27, 53]",11449,en,The Amityville Horror,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.",1.486705,/orociMcS1GExIcuiGbYYHlRlcL8.jpg,7/27/1979,The Amityville Horror,FALSE,6.2,160
FALSE,/bJMPdI1EfzkLPrgbBCCYrBXBY49.jpg,"[12, 35, 10751]",11176,nl,The Muppet Movie,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",1.485255,/48Ve7uLDcPJFGaDnmYYdcV3Ve1M.jpg,5/31/1979,The Muppet Movie,FALSE,7.1,145
FALSE,/scMEqeM3penI4f79jf9Qym4NwDr.jpg,"[35, 10749]",9051,en,10,A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.,1.520495,/u8QzBwoCrCkXZUZr9pFTcRIVMxc.jpg,10/4/1979,10,FALSE,5.4,61
FALSE,/gCz20Q91KFTM78Sskd5fj6IC2na.jpg,[35],6471,en,The Jerk,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",1.227294,/wb6mB6R9vscPhyAegbbNDFZUAIs.jpg,12/14/1979,The Jerk,FALSE,7,242
FALSE,/y3Z8Kf9sIRkKhXGalVIRLZGlS4i.jpg,"[18, 35, 37, 10749]",11145,en,The Electric Horseman,"Sonny Steele used to be a rodeo star, but his next appearance is to be on a Las Vegas stage, wearing a suit covered in lights, advertising a breakfast cereal. When he finds out they are going drug the horse in case its too frisky, he rides off into the desert...",1.153069,/zB9nhwFrBoIV0XtzBaL44h61Nrq.jpg,12/21/1979,The Electric Horseman,FALSE,5.3,26
FALSE,/a2xUCgwOqI6QB7hxg7xiXCHhWMP.jpg,"[27, 878]",31915,en,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",2.032948,/u7nkQCuYpXyGf4dX34yXDzvlkuH.jpg,1/1/1979,Prophecy,FALSE,5.4,25
FALSE,/glzMRaDf6aBEwNkkR9Z0jmrYYbW.jpg,"[53, 18]",988,en,The China Syndrome,"While doing a series of reports on alternative energy sources, an opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicise the incident but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",1.561624,/u0tbxqq0krtGMWnuycmikHPQ22Z.jpg,3/16/1979,The China Syndrome,FALSE,7,92
FALSE,/uWcP8K18A2VQZPgIztoP0P3zDzk.jpg,"[10749, 35, 27]",18966,en,Love at First Bite,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too.",1.286619,/yb4uCXp9MmoVYLECk8J0FA5WETz.jpg,4/27/1979,Love at First Bite,FALSE,5.9,27
FALSE,/doJGjcWPpuGuDPJwCpCNnYUG9x4.jpg,"[80, 18]",10734,en,Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",2.137367,/lBAxIEywz3KfzXimn9qHBArLHU8.jpg,6/22/1979,Escape from Alcatraz,FALSE,7.2,467
FALSE,/qjm30F9hwJ6BNbsb7iOrrKwkY3n.jpg,"[35, 18, 10749]",696,en,Manhattan,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,2.25111,/2OmmKrcLfFQeTd5N7pZeAw6fJPA.jpg,4/25/1979,Manhattan,FALSE,7.7,470
FALSE,/jcQdwJqP7UB4Kf98iZIQ6lMtYJH.jpg,"[18, 10402]",16858,en,All That Jazz,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",1.359765,/x4ppWRGH3pfVmEsbNC8UhvZVswd.jpg,12/20/1979,All That Jazz,FALSE,7.2,79
FALSE,/UukOK9wZGGrKWgh1ORNgxvTXpN.jpg,"[12, 10751]",17264,en,The Black Stallion,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.",1.277179,/ffwGAYlVaGpsEEuchZu84rhScQO.jpg,10/17/1979,The Black Stallion,FALSE,7,52
FALSE,/fTffSYoqcxskecnIMX9YJSvmilA.jpg,"[12, 10751, 878, 28]",9570,en,The Black Hole,"The explorer craft U.S.S. Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the magnificent U.S.S. Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, Maximillian. But the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",1.693054,/20IPuZOXNRZJBN0loUYClFR8cpx.jpg,12/18/1979,The Black Hole,FALSE,6,115
FALSE,/amYkOxCwHiVTFKendcIW0rSrRlU.jpg,"[12, 28, 878]",1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",5.178904,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,5/17/1980,The Empire Strikes Back,FALSE,8.2,5078
FALSE,/1d0bPDy0Ud7g7vZ5qnKI6HsduLE.jpg,"[28, 12, 14, 878]",8536,en,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",1.84168,/uvxjXSfph2FD07A2jBG9NHJnl27.jpg,12/4/1980,Superman II,FALSE,6.4,514
FALSE,/qugcFtH0nsG6vfLFOzxNhPpuezV.jpg,"[10402, 35, 28, 80]",525,en,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",2.385539,/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg,6/17/1980,The Blues Brothers,FALSE,7.4,908
FALSE,/xRzfPXPDMSEgZ2xbLZwBSk20HZN.jpg,[35],21629,en,Stir Crazy,"New Yorkers, Skip Donahue and Harry Monroe, have no jobs and no prospects. They decide to flee the city and find work elsewhere, and land jobs as woodpeckers to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment -- they're sent to prison!",2.053784,/92ZG1sxDe7FgGjSaSlH9Qjg6AmF.jpg,12/12/1980,Stir Crazy,FALSE,6.7,114
FALSE,/tFPvOmz0uNmfp1sq2ebYAeUCLQ4.jpg,[35],813,en,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",2.888186,/b4sAWNIbfXw4WTdc1wiVRBk2Vko.jpg,7/2/1980,Airplane!,FALSE,7.1,897
FALSE,/pq5pTzVCj6jdnV9E6PXrBdXpKVb.jpg,"[28, 12, 35]",17169,en,Any Which Way You Can,"Philo takes part in a bare knuckle fight - as he does - to make some more money than he can earn from his car repair business. He decides to retire from fighting, but when the Mafia come along and arrange another fight, he is pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",1.729966,/tYb7uRvaGta3Y08J1C1Q65WiI4G.jpg,12/17/1980,Any Which Way You Can,FALSE,6,76
FALSE,/6D70zd2GVuDbVaRB9sDqDOrSy6V.jpg,"[18, 10402]",16769,en,Coal Miner's Daughter,"Biography of Loretta Lynn, a country and western singer that came from poverty to fame.",1.292144,/jfQNY4pvwesAASfJMvW8JGWBFaj.jpg,3/7/1980,Coal Miner's Daughter,FALSE,7.2,59
FALSE,/CrWYIQepyzqnehP4xn5F3AF1JA.jpg,"[28, 35]",12705,en,Smokey and the Bandit II,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",1.908233,/25YqvxJlkXBO9AumXzrVlruEKwX.jpg,8/15/1980,Smokey and the Bandit II,FALSE,5,72
FALSE,/d1DyIWgc80ufW2ENGOMNZRbpq4x.jpg,[27],4488,en,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,3.611358,/mGJlh8oMyTDhfudvs20kFpYz0Yc.jpg,5/9/1980,Friday the 13th,FALSE,6.4,489
FALSE,/3x59nJ0umJAh0NWk9F8heCJt9nk.jpg,"[10749, 12, 18]",5689,en,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",3.057265,/6zmAK0Ormo2xQh0K4FYPAnsKYc0.jpg,7/5/1980,The Blue Lagoon,FALSE,5.6,311
FALSE,/h4DcDCOkQBENWBJZjNlPv3adQfM.jpg,"[27, 53]",694,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",6.277061,/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg,5/22/1980,The Shining,FALSE,8,2889
FALSE,/kSymqpBCvf3XPOwN5AwmX1FCzCl.jpg,"[35, 10749]",28124,en,Seems Like Old Times,"Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks.",1.143763,/x9x36OIoeBsfeU3kiAY7VQV1ePf.jpg,12/19/1980,Seems Like Old Times,FALSE,6.3,34
FALSE,/1roA2YzGEUaRYvoMf8bvwT3Isl4.jpg,"[28, 12, 35]",13612,en,Cheech & Chong's Next Movie,"Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on the streets, searching for a way to earn new income. But when Cheech's cousin, ""Red"" Mendoza, arrives, things get even crazier.",1.926355,/nuZPDObLprRolLdtI02lq06SsGU.jpg,7/18/1980,Cheech & Chong's Next Movie,FALSE,6.2,57
FALSE,/kdL7CWq5msNd2CzE11fNkY0k4m7.jpg,[35],11977,en,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",2.194289,/tv6s71pj8mhHtfk6DaSxMlu9pd7.jpg,7/25/1980,Caddyshack,FALSE,6.6,328
FALSE,/9LoUUwgApyMRTmrcMWxUAlM91nf.jpg,"[80, 18]",1623,en,Brubaker,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,1.253604,/dNhyjHDUUx9TSlEpFj8zko9x2Au.jpg,6/20/1980,Brubaker,FALSE,7,74
FALSE,/kngjkJc8DZbbxxLzC9D139l4Z63.jpg,"[27, 9648, 53]",11033,en,Dressed to Kill,"A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it.",1.796828,/b9RHUexTE6MT5x6iZ2Wmq56H1cJ.jpg,6/25/1980,Dressed to Kill,FALSE,6.8,139
FALSE,/bOVyJyl19wX6crzZDCERXeweeZ8.jpg,[878],3604,en,Flash Gordon,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",2.202747,/9c5vKUX7MB1yixVp0ZFAUDRTaeE.jpg,9/1/1980,Flash Gordon,FALSE,6,198
